Account,Date,Channel,Units,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,24:00
0724288019,1/4/2016,O'Hare Airport Temp. RH,RH,73.610000,73.610000,68.060000,68.060000,73.610000,73.610000,73.610000,73.610000,68.290000,68.290000,68.290000,68.290000,73.610000,73.610000,73.610000,73.610000,68.290000,68.290000,73.800000,73.800000,73.990000,73.990000,86.130000,86.130000,63.650000,63.650000,63.650000,63.650000,58.890000,58.890000,58.890000,58.890000,63.400000,63.400000,58.620000,58.620000,63.400000,63.400000,63.400000,63.400000,63.400000,63.400000,63.400000,63.400000,63.150000,63.150000,68.060000,68.060000
0724288019,1/5/2016,141501550 1,kWh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0724288019,1/5/2016,141654340 1,kWh,74.160000,74.880000,77.760000,77.760000,79.200000,79.200000,80.640000,79.200000,81.360000,80.640000,82.080000,80.640000,79.920000,80.640000,81.360000,79.920000,78.480000,77.040000,69.120000,66.240000,64.080000,64.080000,63.360000,66.240000,62.640000,59.040000,59.040000,61.200000,55.440000,50.400000,52.560000,56.880000,61.920000,66.960000,67.680000,68.400000,69.840000,69.120000,70.560000,70.560000,70.560000,72.000000,72.000000,72.720000,73.440000,72.000000,67.680000,69.840000
0724288019,1/5/2016,141654341 1,kWh,5.616000,5.760000,5.760000,5.760000,5.544000,5.760000,5.616000,5.688000,5.616000,5.976000,7.416000,7.632000,7.848000,10.944000,13.680000,11.448000,11.160000,15.552000,20.088000,18.360000,17.568000,18.720000,17.208000,17.064000,16.056000,15.552000,15.336000,15.336000,14.688000,14.544000,14.256000,13.320000,13.464000,12.888000,11.664000,10.512000,10.368000,9.864000,10.080000,8.928000,9.072000,8.928000,8.496000,7.128000,7.056000,6.984000,6.912000,6.912000
0724288019,1/5/2016,145019813 1,kWh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0724288019,1/5/2016,230079804 1,kWh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0724288019,1/5/2016,230083235 1,kWh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0724288019,1/5/2016,O'Hare Airport Temp. Fahren,Fahren,21.200000,21.200000,21.200000,21.200000,19.400000,19.400000,17.600000,17.600000,17.600000,17.600000,17.600000,17.600000,17.600000,17.600000,19.400000,19.400000,21.200000,21.200000,24.800000,24.800000,28.400000,28.400000,30.200000,30.200000,33.800000,33.800000,33.800000,33.800000,32.000000,32.000000,32.000000,32.000000,30.200000,30.200000,28.400000,28.400000,28.400000,28.400000,28.400000,28.400000,26.600000,26.600000,28.400000,28.400000,28.400000,28.400000,24.800000,24.800000
0724288019,1/5/2016,O'Hare Airport Temp. RH,RH,79.230000,79.230000,73.210000,73.210000,73.010000,73.010000,78.900000,78.900000,78.900000,78.900000,78.900000,78.900000,78.900000,78.900000,85.570000,85.570000,85.680000,85.680000,79.550000,79.550000,73.990000,73.990000,68.740000,68.740000,55.020000,55.020000,55.020000,55.020000,63.890000,63.890000,63.890000,63.890000,68.740000,68.740000,73.990000,73.990000,73.990000,73.990000,73.990000,73.990000,79.700000,79.700000,73.990000,73.990000,68.510000,68.510000,79.550000,79.550000
0724288019,1/6/2016,141501550 1,kWh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0724288019,1/6/2016,141654340 1,kWh,68.400000,68.400000,69.840000,69.840000,70.560000,73.440000,77.040000,76.320000,77.760000,76.320000,75.600000,74.880000,74.160000,74.880000,75.600000,74.880000,73.440000,72.000000,61.920000,56.160000,56.880000,56.160000,54.720000,54.720000,55.440000,53.280000,47.520000,45.360000,46.800000,46.800000,46.800000,49.680000,53.280000,56.880000,57.600000,56.160000,59.040000,59.040000,57.600000,59.760000,59.760000,60.480000,60.480000,59.760000,54.000000,54.720000,54.000000,54.000000
0724288019,1/6/2016,141654341 1,kWh,6.768000,7.272000,7.272000,7.128000,6.984000,7.056000,6.984000,7.200000,6.984000,7.416000,8.496000,9.504000,9.504000,10.944000,14.544000,11.232000,11.736000,15.048000,18.720000,20.736000,17.784000,17.784000,17.280000,16.776000,16.560000,16.704000,16.416000,16.056000,15.768000,15.192000,14.976000,14.472000,13.320000,12.240000,10.512000,10.224000,10.080000,10.008000,9.576000,8.784000,8.712000,8.208000,7.992000,6.480000,6.336000,6.264000,6.264000,6.120000
0724288019,1/6/2016,145019813 1,kWh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0724288019,1/6/2016,230079804 1,kWh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0724288019,1/6/2016,230083235 1,kWh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0724288019,1/6/2016,O'Hare Airport Temp. Fahren,Fahren,26.600000,26.600000,24.800000,24.800000,24.800000,24.800000,26.600000,26.600000,24.800000,24.800000,21.200000,21.200000,21.200000,21.200000,21.200000,21.200000,26.600000,26.600000,30.200000,30.200000,32.000000,32.000000,33.800000,33.800000,33.800000,33.800000,35.600000,35.600000,35.600000,35.600000,35.600000,35.600000,33.800000,33.800000,35.600000,35.600000,35.600000,35.600000,35.600000,35.600000,35.600000,35.600000,35.600000,35.600000,35.600000,35.600000,35.600000,35.600000
0724288019,1/6/2016,O'Hare Airport Temp. RH,RH,73.800000,73.800000,79.550000,79.550000,79.550000,79.550000,73.800000,73.800000,79.550000,79.550000,85.680000,85.680000,85.680000,85.680000,85.680000,85.680000,73.800000,73.800000,68.740000,68.740000,63.890000,63.890000,59.420000,59.420000,59.420000,59.420000,55.300000,55.300000,64.380000,64.380000,69.390000,69.390000,74.560000,74.560000,74.740000,74.740000,74.740000,74.740000,69.390000,69.390000,69.390000,69.390000,69.390000,69.390000,69.390000,69.390000,64.380000,64.380000
